@relation myRelation

@attribute diff numeric
@attribute yaw numeric
@attribute pitch numeric
@attribute roll numeric
@attribute neutral numeric
@attribute happy numeric
@attribute surprised numeric
@attribute angry numeric
@attribute disgusted numeric
@attribute afraid numeric
@attribute sad numeric
@attribute aNominal {1,2,3,4,5}

@data
3,0.068615,-0.011072,0.000776,0.700899,0.053578,0.080566,0.03374,0.01857,0.003023,0.109549,2
4,?,?,?,?,?,?,?,?,?,?,4
4,?,?,?,?,?,?,?,?,?,?,3
4,0.044072,0.041921,0.009142,0.526998,0.187737,0.028203,0.092447,0.083473,0.012307,0.0683,3
4,0.047014,0.04031,0.007631,0.572478,0.129737,0.024951,0.084119,0.122329,0.007286,0.054847,3
4,0.042896,-0.004547,0.00254,0.535796,0.114038,0.02681,0.128995,0.130076,0.006624,0.055534,3
4,0.039733,0.005026,0.008478,0.517577,0.121208,0.028008,0.093154,0.163395,0.006915,0.067616,3
4,0.038241,0.003717,0.007705,0.519203,0.103788,0.02788,0.110183,0.169277,0.006362,0.061158,3
4,?,?,?,?,?,?,?,?,?,?,4
4,?,?,?,?,?,?,?,?,?,?,3
4,0.03502,0.0293,0.007353,0.526482,0.13551,0.032753,0.068038,0.113852,0.012133,0.108808,4
4,0.030381,0.013019,-0.003652,0.534479,0.095269,0.0473,0.091425,0.108843,0.008434,0.112284,3
5,?,?,?,?,?,?,?,?,?,?,5
5,?,?,?,?,?,?,?,?,?,?,5
5,0.05383,0.0235,0.004132,0.429286,0.054983,0.068244,0.027824,0.215484,0.012087,0.187624,4
5,?,?,?,?,?,?,?,?,?,?,4
5,0.043767,0.037482,-0.008934,0.387945,0.05335,0.098178,0.016712,0.240151,0.016272,0.184605,4
5,0.047433,0.026237,-0.007785,0.297312,0.041801,0.18861,0.017053,0.194625,0.040696,0.217368,4
5,?,?,?,?,?,?,?,?,?,?,4
5,?,?,?,?,?,?,?,?,?,?,5
5,0.101046,0.016008,-0.014131,0.357408,0.054777,0.042909,0.262135,0.191272,0.005587,0.085315,4
5,0.097881,0.037873,-0.021096,0.46808,0.057862,0.040576,0.183331,0.169791,0.003788,0.076573,4
1,0.05218,0.140049,-0.024639,0.29866,0.007101,0.036032,0.647496,0.001843,0.001153,0.007716,1
1,0.070853,0.120901,-0.024116,0.403344,0.008085,0.038717,0.533825,0.002807,0.001733,0.011489,1
1,0.058587,0.126723,-0.02571,0.452862,0.009081,0.039365,0.479533,0.002222,0.001758,0.015179,1
1,0.053522,0.126428,-0.024549,0.319176,0.029917,0.028236,0.605609,0.00242,0.004974,0.009667,1
1,0.062471,0.109255,-0.018465,0.284313,0.200122,0.036759,0.410702,0.024258,0.021924,0.019392,1
1,0.060666,0.11157,-0.023279,0.386866,0.044319,0.032071,0.515221,0.003312,0.007708,0.010502,1
1,0.066422,0.112555,-0.007717,0.369838,0.008803,0.043442,0.505609,0.005003,0.001347,0.066022,1
1,0.056923,0.102691,-0.027802,0.410943,0.012847,0.031388,0.531223,0.002468,0.002177,0.008953,1
1,0.062123,0.099556,-0.02557,0.517358,0.010077,0.050747,0.383926,0.005172,0.009325,0.023396,1
1,0.054608,0.106362,-0.024464,0.406093,0.012173,0.030839,0.538899,0.002498,0.001698,0.0078,1
2,0.046534,0.170929,-0.017271,0.536829,0.013544,0.118776,0.271006,0.007127,0.014107,0.036845,1
2,0.017588,0.193243,-0.018931,0.564677,0.011046,0.123226,0.250085,0.003256,0.004737,0.042973,1
2,0.010305,0.16176,-0.013357,0.574908,0.011773,0.119385,0.242382,0.009451,0.005017,0.036051,1
2,0.01506,0.14234,-0.017911,0.676092,0.01082,0.094017,0.158693,0.006781,0.013208,0.039599,1
2,0.005758,0.108862,-0.021569,0.647773,0.01514,0.093366,0.192933,0.008071,0.008855,0.032615,1
2,0.020683,0.145188,-0.013359,0.59041,0.010699,0.109562,0.235702,0.008398,0.004632,0.039323,1
2,0.016022,0.136568,-0.011724,0.542021,0.010638,0.103965,0.295009,0.005176,0.003376,0.037012,1
2,0.028574,0.138993,-0.006079,0.516922,0.055081,0.105545,0.238782,0.014214,0.012322,0.054627,1
2,0.022168,0.154983,-0.00623,0.403464,0.023151,0.073622,0.4579,0.00495,0.004509,0.029849,1
3,0.053144,0.23974,-0.00377,0.657135,0.003138,0.113475,0.197703,0.003259,0.001888,0.023401,3
3,?,?,?,?,?,?,?,?,?,?,3
3,?,?,?,?,?,?,?,?,?,?,3
3,?,?,?,?,?,?,?,?,?,?,3
3,?,?,?,?,?,?,?,?,?,?,3
3,?,?,?,?,?,?,?,?,?,?,3
3,0.07354,0.024172,0.003264,0.579945,0.041531,0.066109,0.154542,0.020842,0.021211,0.115822,3
3,?,?,?,?,?,?,?,?,?,?,3
3,0.031811,0.09396,-0.021233,0.495108,0.010417,0.051798,0.417889,0.003676,0.002719,0.018392,3
3,?,?,?,?,?,?,?,?,?,?,3
3,0.054177,0.095401,-0.024682,0.666227,0.008006,0.063299,0.234386,0.004821,0.002915,0.020346,2
3,?,?,?,?,?,?,?,?,?,?,3
3,0.072425,0.105823,-0.016803,0.761581,0.009516,0.050491,0.152246,0.00421,0.002697,0.01926,3
3,?,?,?,?,?,?,?,?,?,?,2
3,0.045621,0.122274,-0.030023,0.360763,0.006224,0.033786,0.584257,0.004161,0.001152,0.009656,2
3,0.01276,0.055345,-0.031155,0.522592,0.06712,0.060897,0.24439,0.005997,0.066433,0.032571,3
5,0.029213,-0.007989,-0.023531,0.765679,0.039256,0.074618,0.010667,0.003213,0.05813,0.048438,5
5,0.008983,0.000098,-0.011314,0.797072,0.020256,0.092699,0.002249,0.003611,0.020305,0.072817,5
5,0.015238,0.006345,-0.007961,0.351124,0.008264,0.04793,0.001145,0.001777,0.011974,0.037644,5
5,0.084826,-0.053931,-0.052574,0.60095,0.087979,0.11831,0.021589,0.00905,0.082409,0.0908,5
1,0.029018,0.022788,-0.003773,0.63712,0.009395,0.155911,0.035671,0.004032,0.039423,0.113187,1
1,0.021641,0.031311,-0.012188,0.667212,0.004343,0.18231,0.004626,0.005679,0.001056,0.130697,1
1,0.026793,0.015352,-0.011937,0.654484,0.008429,0.185559,0.010858,0.004959,0.008222,0.124736,1
1,0.018202,0.032042,-0.012172,0.688363,0.006479,0.154652,0.004952,0.005451,0.001205,0.134979,1
1,0.020004,0.004775,-0.013949,0.715023,0.006449,0.134628,0.006372,0.009445,0.001164,0.122842,1
1,0.026283,-0.015045,-0.010865,0.639396,0.013842,0.208864,0.017898,0.007555,0.009545,0.100219,1
1,0.012062,0.022033,-0.007853,0.716384,0.006736,0.134736,0.007499,0.006588,0.001369,0.122769,1
1,0.001536,-0.002489,-0.00912,0.73323,0.009321,0.107832,0.006376,0.007223,0.001958,0.131379,1
1,0.01454,0.001298,-0.011192,0.587597,0.17311,0.106802,0.011879,0.008905,0.012449,0.095338,1
1,0.003993,0.005875,-0.031292,0.620849,0.13528,0.090807,0.043113,0.024814,0.00355,0.076466,1
2,-0.000735,0.02086,-0.007557,0.756686,0.032544,0.048911,0.021929,0.063259,0.00404,0.07263,1
2,0.000982,0.022378,-0.006769,0.767561,0.03221,0.049663,0.027888,0.073872,0.002938,0.045868,1
2,-0.004729,0.028418,-0.010946,0.798625,0.028988,0.043557,0.025109,0.056388,0.002541,0.044792,1
2,0.004961,0.016679,-0.019899,0.519612,0.137832,0.079349,0.027114,0.136617,0.037653,0.061822,1
2,0.000822,0.012554,-0.010471,0.281591,0.065169,0.045905,0.012991,0.065817,0.021952,0.044238,1
2,0.002775,0.059111,-0.015803,0.537961,0.010139,0.155091,0.006976,0.02074,0.024261,0.241526,1
2,-0.00056,0.063308,-0.015749,0.732638,0.015639,0.075552,0.032021,0.021366,0.00686,0.116006,1
2,-0.004465,0.081014,-0.015613,0.717908,0.035785,0.088827,0.007728,0.024051,0.013102,0.112598,1
2,0.010592,0.066603,-0.013882,0.521898,0.035,0.181617,0.004307,0.013357,0.027611,0.216211,1
2,0.033286,0.056955,-0.020515,0.374773,0.024132,0.130601,0.006498,0.019119,0.025955,0.418863,1
2,-0.00962,0.072385,-0.014278,0.705831,0.027121,0.075426,0.004978,0.030677,0.013802,0.141646,1
3,0.017529,0.077327,-0.022395,0.180065,0.014117,0.415459,0.006523,0.0802,0.032453,0.271183,1
3,0.015075,0.105278,-0.018407,0.129221,0.011477,0.105429,0.005456,0.007988,0.044601,0.695827,1
3,0.032722,0.138459,-0.011022,0.042554,0.002025,0.27847,0.002347,0.008627,0.074966,0.578915,2
3,0.008378,0.117454,-0.016752,0.222406,0.012074,0.204402,0.005123,0.016755,0.052726,0.486513,2
3,0.048955,0.13578,-0.045217,0.02833,0.023297,0.663913,0.005044,0.006311,0.061419,0.211685,2
3,0.025549,0.073482,-0.024291,0.019351,0.012592,0.32118,0.003139,0.003996,0.031806,0.157282,2
3,0.006093,0.114752,-0.024403,0.12035,0.015686,0.269263,0.012157,0.040759,0.036925,0.498773,2
3,0.025471,0.100616,-0.04257,0.055244,0.006424,0.244364,0.004903,0.00438,0.056741,0.619829,2
3,0.000311,0.083079,-0.031121,0.2837,0.021624,0.35461,0.017061,0.024174,0.065181,0.246984,2
3,0.000978,0.049912,-0.016892,0.153659,0.010057,0.183976,0.007789,0.015086,0.030783,0.182866,2
3,0.000465,0.09629,-0.032894,0.072396,0.004306,0.297359,0.003473,0.005336,0.063523,0.553607,2
3,0.007242,0.104061,-0.027979,0.072782,0.006241,0.372849,0.003486,0.006355,0.069464,0.469088,2
4,0.109249,-0.00378,-0.038504,0.536214,0.221623,0.049729,0.079039,0.024637,0.050529,0.038229,3
4,0.013232,-0.013431,-0.008626,0.018494,0.894703,0.019439,0.03425,0.023516,0.020324,0.00356,3
4,0.010447,-0.000401,-0.012494,0.176262,0.217776,0.013952,0.013311,0.007203,0.00817,0.006562,3
4,0.055241,0.008642,-0.03375,0.723432,0.112928,0.046115,0.016363,0.013699,0.058817,0.028606,3
4,0.046095,0.025333,-0.038592,0.659146,0.20326,0.033716,0.017962,0.027729,0.035159,0.02348,3
4,0.03051,0.038849,-0.036911,0.824028,0.056058,0.046809,0.016996,0.016788,0.013682,0.025582,3
4,0.064139,0.07694,-0.007623,0.483729,0.203197,0.092156,0.016445,0.03261,0.08054,0.104327,3
4,0.036144,0.035889,-0.00636,0.333667,0.093644,0.048752,0.009894,0.014967,0.036205,0.0524,3
4,0.048376,0.027619,-0.027085,0.826601,0.045804,0.036836,0.028493,0.01058,0.011381,0.03896,3
4,0.053105,0.018686,-0.031854,0.787486,0.079411,0.042181,0.027283,0.008862,0.012587,0.041256,3
4,0.041916,0.040408,-0.047027,0.800242,0.071369,0.03688,0.030687,0.011701,0.014353,0.033794,3
4,0.046138,0.039863,-0.022728,0.833881,0.041433,0.044205,0.009668,0.007859,0.026799,0.036512,3
5,-0.061012,-0.241249,-0.005332,0.619294,0.089238,0.09149,0.022784,0.012999,0.089892,0.074302,3
5,0.0083,-0.020122,-0.002728,0.247634,0.234184,0.098368,0.031634,0.195369,0.159858,0.047036,3
5,0.003702,-0.010973,-0.005806,0.493367,0.172004,0.056497,0.033128,0.039289,0.156812,0.066388,3
5,-0.013662,-0.016055,-0.013779,0.242057,0.020705,0.029548,0.00221,0.00193,0.019509,0.033111,3
5,0.053478,0.009173,-0.033419,0.398399,0.147972,0.077553,0.018247,0.013605,0.143196,0.201028,4
5,0.046895,0.011739,-0.041177,0.273258,0.147252,0.146039,0.007037,0.032304,0.196188,0.204445,4
5,0.011465,-0.028089,-0.010315,0.348807,0.203691,0.12805,0.027249,0.040436,0.1465,0.118869,5
5,0.009332,-0.02168,-0.006465,0.09652,0.051612,0.030449,0.009753,0.01144,0.035325,0.028678,4
5,0.039285,-0.063496,-0.051894,0.755148,0.029683,0.071859,0.027385,0.015752,0.013364,0.086809,4
