@relation myRelation

@attribute diff numeric
@attribute yaw numeric
@attribute pitch numeric
@attribute roll numeric
@attribute neutral numeric
@attribute happy numeric
@attribute surprised numeric
@attribute angry numeric
@attribute disgusted numeric
@attribute afraid numeric
@attribute sad numeric
@attribute aNominal {1,2,3,4,5}

@data
1,0.037115,-0.008454,-0.003523,0.481003,0.019987,0.131345,0.004127,0.008267,0.023774,0.328431,1
1,0.053974,0.000288,-0.001634,0.659439,0.012625,0.111127,0.019969,0.004305,0.002484,0.19005,1
1,0.054582,-0.001854,-0.001181,0.606863,0.014626,0.113683,0.052572,0.003696,0.005787,0.202663,1
1,?,?,?,?,?,?,?,?,?,?,1
1,0.069939,-0.003994,-0.010635,0.641519,0.019711,0.103423,0.070974,0.005407,0.002899,0.156066,1
1,0.067628,-0.033581,-0.011824,0.685815,0.018313,0.09573,0.053513,0.021218,0.00338,0.119811,1
1,0.051346,-0.011211,-0.009517,0.686625,0.019185,0.070447,0.103325,0.057793,0.009135,0.04827,1
1,0.068911,-0.001062,-0.013122,0.696884,0.018855,0.114185,0.034451,0.070825,0.01142,0.048767,1
1,0.061934,-0.001807,-0.004986,0.694925,0.024411,0.104792,0.031713,0.084118,0.010313,0.045116,1
1,0.057625,-0.012799,-0.007683,0.708368,0.015826,0.121224,0.036307,0.05354,0.008753,0.051972,1
1,0.06358,0.001613,0.00256,0.69163,0.024186,0.112481,0.033396,0.078374,0.009213,0.046527,1
1,0.055888,-0.013399,0.001847,0.698037,0.034686,0.092257,0.035594,0.085867,0.009186,0.039981,1
2,0.024267,-0.066312,0.00129,0.724442,0.031988,0.044801,0.161431,0.01706,0.002209,0.018069,1
2,0.020495,-0.04415,0.004674,0.784649,0.049437,0.037169,0.081607,0.027087,0.00204,0.018011,1
2,0.026338,-0.057354,0.001921,0.752417,0.04402,0.051913,0.115342,0.013526,0.002187,0.020595,1
2,0.022055,-0.062673,0.002819,0.771713,0.042526,0.043111,0.110451,0.014116,0.001878,0.016205,1
2,0.025466,-0.070346,0.006605,0.731642,0.060994,0.06541,0.104213,0.011807,0.005784,0.017172,1
2,0.026587,-0.050049,0.005275,0.697836,0.034751,0.072091,0.137145,0.028925,0.00776,0.017158,1
2,?,?,?,?,?,?,?,?,?,?,1
2,0.020986,-0.056167,0.000533,0.539252,0.071328,0.038948,0.302606,0.017994,0.008467,0.016431,1
2,0.014844,-0.085515,0.00824,0.570398,0.052346,0.040405,0.262273,0.014367,0.00335,0.040215,1
2,0.025624,-0.085568,0.002989,0.586321,0.031085,0.049331,0.269675,0.024452,0.002097,0.029049,1
2,0.028933,-0.060689,0.002821,0.571665,0.039248,0.044608,0.242949,0.044871,0.004553,0.040356,1
3,?,?,?,?,?,?,?,?,?,?,2
3,0.059257,-0.044095,-0.007633,0.771013,0.022213,0.067524,0.070771,0.025074,0.001854,0.04155,3
3,0.070078,-0.040039,-0.009943,0.721732,0.033735,0.053245,0.104259,0.026496,0.001451,0.059082,2
3,0.064195,-0.022078,-0.003349,0.622131,0.044379,0.078444,0.097568,0.019778,0.001531,0.13617,3
3,0.050691,-0.020529,0.006593,0.636419,0.02569,0.067978,0.091118,0.014038,0.000379,0.139428,3
3,?,?,?,?,?,?,?,?,?,?,3
3,0.053576,-0.018677,-0.010196,0.58496,0.041357,0.08361,0.113955,0.018537,0.003641,0.152208,3
